evento_id;_CarrierDelay;_WeatherDelay;_NASDelay
1165;304.0;2;166.00
1166;257.0;2;
1167;257.0;2;0.00
1168;546.0;3;0.00
1169;546.0;3;25.00
1170;546.0;3;2.00
1171;546.0;3;37.00
1172;546.0;3;26.00
1173;2267.0;10;
1174;2267.0;10;17.00
1175;2267.0;10;0.00
1176;2267.0;10;9.00
1177;2267.0;10;71.00
1178;631.0;3;0.00
1179;631.0;3;9.00
1180;631.0;3;20.00
1181;631.0;3;5.00
1182;631.0;3;10.00
1183;631.0;3;3.00
1184;599.0;3;28.00
1185;599.0;3;45.00
1186;985.0;4;30.00
1187;612.0;3;42.00
1188;612.0;3;27.00
1189;1723.0;7;
1190;1723.0;7;0.00
1191;1723.0;7;8.00
1192;1723.0;7;15.00
1193;1723.0;7;1.00
1194;1723.0;7;34.00
1195;282.0;2;
1196;282.0;2;1.00
1197;1118.0;5;
1198;1118.0;5;6.00
1199;1440.0;6;12.00
1200;867.0;4;7.00
1201;867.0;4;31.00
1202;867.0;4;20.00
1203;1464.0;6;66.00
1204;1464.0;6;1.00
1205;1085.0;5;
1206;1464.0;6;5.00
1207;1464.0;6;9.00
1208;1464.0;6;16.00
1209;1464.0;6;131.00
1210;1947.0;8;0.00
1211;1947.0;8;
1212;999.0;4;
1213;999.0;4;7.00
1214;1007.0;5;
1215;1007.0;5;0.00
1216;1007.0;5;53.00
1217;1007.0;5;2.00
1218;1007.0;5;25.00
1219;1007.0;5;19.00
1220;1007.0;5;16.00
1221;1007.0;5;129.00
1222;999.0;4;8.00
1223;2585.0;11;12.00
1224;2585.0;11;70.00
1225;2585.0;11;38.00
1226;2585.0;11;49.00
1227;2585.0;11;178.00
1228;2585.0;11;15.00
1229;2585.0;11;5.00
1230;2585.0;11;26.00
1231;2585.0;11;20.00
1232;783.0;4;0.00
1233;783.0;4;
1234;783.0;4;5.00
1235;783.0;4;739.00
1236;1009.0;5;75.00
1237;1846.0;8;14.00
1238;1846.0;8;299.00
1239;1846.0;8;12.00
1240;2125.0;9;1.00
1241;930.0;4;
1242;719.0;3;0.00
1243;719.0;3;12.00
1244;719.0;3;
1245;719.0;3;21.00
1246;224.0;1;18.00
1247;224.0;1;43.00
1248;224.0;1;16.00
1249;224.0;1;15.00
1250;1192.0;5;25.00
1251;1192.0;5;0.00
1252;1192.0;5;95.00
1253;1192.0;5;17.00
1254;1235.0;5;0.00
1255;1235.0;5;8.00
1256;1235.0;5;7.00
1257;569.0;3;
1258;569.0;3;5.00
1259;569.0;3;11.00
1260;569.0;3;16.00
1261;569.0;3;0.00
1262;569.0;3;21.00
1263;650.0;3;3.00
1264;650.0;3;20.00
1265;675.0;3;57.00
1266;675.0;3;144.00
1267;675.0;3;6.00
1268;675.0;3;41.00
1269;190.0;1;5.00
1270;190.0;1;57.00
1271;2611.0;11;2.00
1272;1389.0;6;156.00
1273;1126.0;5;13.00
1274;1126.0;5;10.00
1275;1126.0;5;7.00
1276;1126.0;5;21.00
1277;813.0;4;0.00
1278;813.0;4;20.00
1279;813.0;4;7.00
1280;813.0;4;6.00
1281;813.0;4;12.00
1282;813.0;4;23.00
1283;813.0;4;25.00
1284;813.0;4;28.00
1285;761.0;4;0.00
1286;761.0;4;19.00
1287;761.0;4;6.00
1288;761.0;4;1.00
1289;569.0;3;19.00
1290;569.0;3;9.00
1291;569.0;3;8.00
1292;1616.0;7;
1293;1616.0;7;6.00
1294;1616.0;7;0.00
1295;1616.0;7;2.00
1296;1616.0;7;5.00
1297;1587.0;7;
1298;1744.0;7;16.00
1299;1744.0;7;20.00
1300;1744.0;7;385.00
1301;1744.0;7;17.00
1302;1744.0;7;2.00
1303;1389.0;6;7.00
1304;1389.0;6;5.00
1305;1102.0;5;27.00
1306;1587.0;7;70.00
1307;1587.0;7;0.00
1308;529.0;3;76.00
1309;529.0;3;27.00
1310;529.0;3;88.00
1311;529.0;3;3.00
1312;361.0;2;4.00
1313;361.0;2;53.00
1314;361.0;2;7.00
1315;361.0;2;19.00
1316;361.0;2;23.00
1317;1121.0;5;46.00
1318;1121.0;5;43.00
1319;1121.0;5;21.00
1320;1121.0;5;16.00
1321;1121.0;5;18.00
1322;1005.0;5;
1323;1005.0;5;15.00
1324;1005.0;5;0.00
1325;1119.0;5;
1326;621.0;3;
1327;621.0;3;10.00
1328;621.0;3;1.00
1329;621.0;3;6.00
1330;621.0;3;23.00
1331;621.0;3;0.00
1332;867.0;4;13.00
1333;731.0;3;20.00
1334;731.0;3;69.00
1335;1205.0;5;2.00
1336;1205.0;5;33.00
1337;1205.0;5;4.00
1338;1205.0;5;21.00
1339;1205.0;5;10.00
1340;700.0;3;0.00
1341;700.0;3;1.00
1342;700.0;3;42.00
1343;621.0;3;1003.00
1344;469.0;2;438.00
1345;632.0;3;26.00
1346;1372.0;6;
1347;1372.0;6;604.00
1348;1372.0;6;77.00
1349;1372.0;6;0.00
1350;1372.0;6;7.00
1351;1471.0;6;9.00
1352;1471.0;6;0.00
1353;1471.0;6;
1354;1471.0;6;709.00
1355;1562.0;7;0.00
1356;1562.0;7;17.00
1357;1562.0;7;1.00
1358;1562.0;7;15.00
1359;1562.0;7;12.00
1360;1562.0;7;76.00
1361;541.0;3;31.00
1362;541.0;3;9.00
1363;541.0;3;104.00
1364;541.0;3;40.00
1365;541.0;3;30.00
1366;925.0;4;
1367;925.0;4;20.00
1368;868.0;4;65.00
1369;1235.0;5;23.00
1370;1235.0;5;10.00
1371;1235.0;5;33.00
1372;1235.0;5;18.00
1373;175.0;1;45.00
1374;175.0;1;2.00
1375;175.0;1;21.00
1376;175.0;1;52.00
1377;1438.0;6;18.00
1378;1438.0;6;
1379;1438.0;6;49.00
1380;1438.0;6;21.00
1381;1438.0;6;11.00
1382;1438.0;6;40.00
1383;1438.0;6;24.00
1384;1372.0;6;44.00
1385;1372.0;6;13.00
1386;1372.0;6;48.00
1387;1372.0;6;15.00
1388;1947.0;8;36.00
1389;731.0;3;27.00
1390;731.0;3;14.00
1391;731.0;3;117.00
1392;801.0;4;20.00
1393;801.0;4;8.00
1394;801.0;4;522.00
1395;801.0;4;29.00
1396;801.0;4;42.00
1397;592.0;3;
1398;1188.0;5;84.00
1399;1188.0;5;38.00
1400;1303.0;6;28.00
1401;1303.0;6;3.00
1402;1303.0;6;551.00
1403;1303.0;6;42.00
1404;551.0;3;7.00
1405;551.0;3;36.00
1406;551.0;3;51.00
1407;551.0;3;17.00
1408;551.0;3;2.00
1409;551.0;3;1.00
1410;1744.0;7;27.00
1411;1744.0;7;14.00
1412;1744.0;7;89.00
1413;1744.0;7;4.00
1414;1744.0;7;120.00
1415;1744.0;7;29.00
1416;1061.0;5;1.00
1417;1061.0;5;37.00
1418;507.0;3;68.00
1419;507.0;3;10.00
1420;1562.0;7;3.00
1421;1562.0;7;21.00
1422;1562.0;7;84.00
1423;1562.0;7;6.00
1424;1660.0;7;75.00
1425;731.0;3;4.00
1426;731.0;3;5.00
1427;1192.0;5;1.00
1428;1192.0;5;2.00
1429;1192.0;5;3.00
1430;1192.0;5;27.00
1431;986.0;4;15.00
1432;986.0;4;5.00
1433;986.0;4;0.00
1434;986.0;4;
1435;986.0;4;61.00
1436;986.0;4;7.00
1437;986.0;4;3.00
1438;986.0;4;19.00
1439;801.0;4;18.00
1440;1660.0;7;16.00
1441;1660.0;7;20.00
1442;1660.0;7;0.00
1443;1660.0;7;9.00
1444;1660.0;7;2.00
1445;1660.0;7;35.00
1446;1660.0;7;79.00
1447;1660.0;7;18.00
1448;1660.0;7;21.00
1449;1660.0;7;23.00
1450;1660.0;7;19.00
1451;1660.0;7;6.00
1452;1660.0;7;1.00
1453;2153.0;9;11.00
1454;2153.0;9;626.00
1455;2153.0;9;17.00
1456;888.0;4;
1457;2218.0;9;152.00
1458;2218.0;9;
1459;2218.0;9;27.00
1460;2218.0;9;0.00
1461;2218.0;9;8.00
1462;2218.0;9;43.00
1463;2218.0;9;29.00
1464;2218.0;9;9.00
1465;1171.0;5;4.00
1466;1171.0;5;6.00
1467;1171.0;5;8.00
1468;722.0;3;
1469;722.0;3;2.00
1470;722.0;3;8.00
1471;722.0;3;0.00
1472;722.0;3;1.00
1473;185.0;1;26.00
1474;185.0;1;9.00
1475;2585.0;11;739.00
1476;2585.0;11;3.00
1477;550.0;3;11.00
1478;550.0;3;10.00
1479;550.0;3;15.00
1480;2300.0;10;
1481;2300.0;10;21.00
1482;1194.0;5;
1483;280.0;2;3.00
1484;280.0;2;15.00
1485;361.0;2;21.00
1486;551.0;3;3.00
1487;551.0;3;74.00
1488;551.0;3;20.00
1489;551.0;3;15.00
1490;551.0;3;22.00
1491;551.0;3;24.00
1492;551.0;3;5.00
1493;551.0;3;47.00
1494;1096.0;5;35.00
1495;2153.0;9;28.00
1496;280.0;2;27.00
1497;731.0;3;19.00
1498;888.0;4;0.00
1499;1521.0;7;0.00
1500;1521.0;7;
1501;1521.0;7;38.00
1502;1521.0;7;3.00
1503;1521.0;7;15.00
1504;309.0;2;
1505;213.0;1;33.00
1506;213.0;1;25.00
1507;1430.0;6;229.00
1508;1514.0;7;
1509;1514.0;7;294.00
1510;1744.0;7;67.00
1511;1182.0;5;
1512;1182.0;5;0.00
1513;678.0;3;63.00
1514;731.0;3;21.00
1515;1205.0;5;36.00
1516;888.0;4;2.00
1517;1231.0;5;6.00
1518;1095.0;5;4.00
1519;864.0;4;
1520;761.0;4;2.00
1521;1163.0;5;
1522;1172.0;5;12.00
1523;1172.0;5;3.00
1524;1172.0;5;14.00
1525;1172.0;5;26.00
1526;236.0;1;16.00
1527;236.0;1;90.00
1528;236.0;1;10.00
1529;236.0;1;21.00
1530;1744.0;7;21.00
1531;1744.0;7;10.00
1532;1744.0;7;76.00
1533;1744.0;7;545.00
1534;592.0;3;41.00
1535;592.0;3;34.00
1536;592.0;3;0.00
1537;918.0;4;
1538;918.0;4;8.00
1539;918.0;4;0.00
1540;224.0;1;20.00
1541;224.0;1;31.00
1542;985.0;4;33.00
1543;985.0;4;3.00
1544;247.0;1;72.00
1545;247.0;1;24.00
1546;247.0;1;52.00
1547;247.0;1;15.00
1548;1709.0;7;
1549;1709.0;7;31.00
1550;1709.0;7;0.00
1551;1709.0;7;10.00
1552;1709.0;7;26.00
1553;1709.0;7;20.00
1554;1709.0;7;70.00
1555;1709.0;7;14.00
1556;529.0;3;11.00
1557;529.0;3;95.00
1558;529.0;3;5.00
1559;529.0;3;8.00
1560;529.0;3;33.00
1561;647.0;3;
1562;647.0;3;19.00
1563;1197.0;5;16.00
1564;1197.0;5;8.00
1565;1188.0;5;3.00
1566;1188.0;5;154.00
1567;1846.0;8;13.00
1568;1846.0;8;29.00
1569;361.0;2;28.00
1570;2611.0;11;18.00
1571;2611.0;11;43.00
1572;2611.0;11;19.00
1573;2611.0;11;40.00
1574;2611.0;11;3.00
1575;2611.0;11;24.00
1576;447.0;2;
1577;447.0;2;137.00
1578;447.0;2;0.00
1579;447.0;2;18.00
1580;447.0;2;4.00
1581;447.0;2;1.00
1582;447.0;2;14.00
1583;447.0;2;2.00
1584;192.0;1;12.00
1585;192.0;1;47.00
1586;192.0;1;1.00
1587;192.0;1;51.00
1588;192.0;1;29.00
1589;1107.0;5;1.00
1590;1107.0;5;0.00
1591;852.0;4;12.00
1592;852.0;4;17.00
1593;852.0;4;43.00
1594;852.0;4;49.00
1595;852.0;4;29.00
1596;852.0;4;0.00
1597;204.0;1;55.00
1598;204.0;1;30.00
1599;204.0;1;8.00
1600;204.0;1;2.00
1601;204.0;1;10.00
1602;1121.0;5;0.00
1603;1096.0;5;9.00
1604;1096.0;5;46.00
1605;1096.0;5;27.00
1606;1096.0;5;14.00
1607;592.0;3;29.00
1608;592.0;3;22.00
1609;309.0;2;20.00
1610;843.0;4;6.00
1611;1235.0;5;17.00
1612;1235.0;5;1.00
1613;1235.0;5;48.00
1614;1235.0;5;50.00
1615;1235.0;5;129.00
1616;801.0;4;25.00
1617;801.0;4;14.00
1618;1592.0;7;
1619;1592.0;7;19.00
1620;1592.0;7;2.00
1621;1372.0;6;5.00
1622;1372.0;6;29.00
1623;813.0;4;48.00
1624;1300.0;6;14.00
1625;1300.0;6;
1626;1300.0;6;17.00
1627;1300.0;6;7.00
1628;1300.0;6;0.00
1629;1300.0;6;272.00
1630;1300.0;6;9.00
1631;1300.0;6;2.00
1632;1300.0;6;5.00
1633;783.0;4;26.00
1634;783.0;4;22.00
1635;783.0;4;32.00
1636;1163.0;5;66.00
1637;1163.0;5;0.00
1638;1558.0;7;503.00
1639;678.0;3;15.00
1640;678.0;3;3.00
1641;1389.0;6;52.00
1642;1389.0;6;17.00
1643;1389.0;6;2.00
1644;309.0;2;1.00
1645;309.0;2;0.00
1646;813.0;4;5.00
1647;813.0;4;44.00
1648;813.0;4;32.00
1649;813.0;4;18.00
1650;541.0;3;86.00
1651;1700.0;7;
1652;1700.0;7;11.00
1653;1700.0;7;42.00
1654;1670.0;7;18.00
1655;1670.0;7;16.00
1656;1670.0;7;23.00
1657;1670.0;7;8.00
1658;1670.0;7;12.00
1659;1849.0;8;
1660;1670.0;7;5.00
1661;1670.0;7;27.00
1662;1391.0;6;8.00
1663;2153.0;9;2.00
1664;2153.0;9;40.00
1665;2153.0;9;47.00
1666;1009.0;5;36.00
1667;1009.0;5;1.00
1668;1009.0;5;19.00
1669;1009.0;5;8.00
1670;224.0;1;1.00
1671;224.0;1;80.00
1672;224.0;1;12.00
1673;224.0;1;153.00
1674;806.0;4;64.00
1675;806.0;4;18.00
1676;806.0;4;32.00
1677;806.0;4;324.00
1678;806.0;4;16.00
1679;1163.0;5;13.00
1680;1514.0;7;106.00
1681;806.0;4;73.00
1682;806.0;4;9.00
1683;806.0;4;6.00
1684;806.0;4;209.00
1685;290.0;2;62.00
1686;290.0;2;
1687;290.0;2;0.00
1688;1231.0;5;124.00
1689;1231.0;5;0.00
1690;1231.0;5;25.00
1691;1231.0;5;7.00
1692;1231.0;5;11.00
1693;1231.0;5;2.00
1694;918.0;4;5.00
1695;918.0;4;45.00
1696;1587.0;7;5.00
1697;801.0;4;56.00
1698;1619.0;7;0.00
1699;1619.0;7;
1700;1619.0;7;38.00
1701;469.0;2;43.00
1702;469.0;2;4.00
1703;469.0;2;19.00
1704;469.0;2;13.00
1705;469.0;2;11.00
1706;469.0;2;1.00
1707;606.0;3;20.00
1708;606.0;3;8.00
1709;1391.0;6;116.00
1710;1391.0;6;
1711;1391.0;6;162.00
1712;1391.0;6;3.00
1713;1391.0;6;0.00
1714;1477.0;6;
1715;606.0;3;24.00
1716;606.0;3;36.00
1717;282.0;2;20.00
1718;282.0;2;18.00
1719;119.0;1;128.00
1720;282.0;2;27.00
1721;1781.0;8;0.00
1722;1781.0;8;
1723;1391.0;6;18.00
1724;1391.0;6;30.00
1725;469.0;2;24.00
1726;469.0;2;7.00
1727;469.0;2;8.00
1728;469.0;2;42.00
1729;469.0;2;66.00
1730;1723.0;7;674.00
1731;1723.0;7;16.00
1732;453.0;2;17.00
1733;2378.0;10;
1734;2378.0;10;0.00
1735;2378.0;10;1.00
1736;1440.0;6;17.00
1737;646.0;3;0.00
1738;646.0;3;4.00
1739;646.0;3;3.00
1740;1330.0;6;8.00
1741;1330.0;6;
1742;1330.0;6;6.00
1743;1330.0;6;0.00
1744;1330.0;6;599.00
1745;1005.0;5;10.00
1746;1005.0;5;8.00
1747;1264.0;6;0.00
1748;2486.0;10;47.00
1749;2486.0;10;
1750;2486.0;10;0.00
1751;455.0;2;
1752;455.0;2;11.00
1753;455.0;2;0.00
1754;455.0;2;64.00
1755;413.0;2;1.00
1756;413.0;2;16.00
1757;413.0;2;0.00
1758;599.0;3;38.00
1759;1102.0;5;2.00
1760;1107.0;5;24.00
1761;507.0;3;6.00
1762;1303.0;6;33.00
1763;1303.0;6;46.00
1764;391.0;2;
1765;391.0;2;4.00
1766;391.0;2;8.00
1767;391.0;2;20.00
1768;391.0;2;15.00
1769;391.0;2;0.00
1770;391.0;2;12.00
1771;391.0;2;163.00
1772;391.0;2;41.00
1773;1045.0;5;8.00
1774;1118.0;5;0.00
1775;1118.0;5;24.00
1776;1781.0;8;26.00
1777;1391.0;6;5.00
1778;1182.0;5;25.00
1779;1182.0;5;12.00
1780;1182.0;5;15.00
1781;1182.0;5;1.00
1782;1182.0;5;6.00
1783;1182.0;5;9.00
1784;1182.0;5;2.00
1785;1037.0;5;
1786;825.0;4;4.00
1787;825.0;4;
1788;825.0;4;1.00
1789;825.0;4;0.00
1790;606.0;3;81.00
1791;918.0;4;17.00
1792;583.0;3;27.00
1793;675.0;3;71.00
1794;1475.0;6;
1795;2165.0;9;18.00
1796;2165.0;9;4.00
1797;1020.0;5;161.00
1798;1020.0;5;
1799;1020.0;5;18.00
1800;1020.0;5;0.00
1801;806.0;4;17.00
1802;806.0;4;60.00
1803;857.0;4;1.00
1804;607.0;3;18.00
1805;607.0;3;12.00
1806;607.0;3;155.00
1807;607.0;3;
1808;607.0;3;0.00
1809;857.0;4;0.00
1810;1501.0;7;1.00
1811;1501.0;7;15.00
1812;1501.0;7;33.00
1813;1501.0;7;60.00
1814;1501.0;7;10.00
1815;1501.0;7;0.00
1816;2077.0;9;10.00
1817;1652.0;7;
1818;1652.0;7;2.00
1819;1652.0;7;133.00
1820;2133.0;9;242.00
1821;110.0;1;9.00
1822;110.0;1;25.00
1823;1652.0;7;0.00
1824;1652.0;7;17.00
1825;1437.0;6;44.00
1826;1437.0;6;62.00
1827;304.0;2;35.00
1828;427.0;2;
1829;2244.0;9;
1830;992.0;4;50.00
1831;431.0;2;184.00
1832;2279.0;10;
1833;1258.0;6;30.00
1834;2174.0;9;
1835;2174.0;9;0.00
1836;2174.0;9;93.00
1837;1972.0;8;
1838;1972.0;8;19.00
1839;1972.0;8;37.00
1840;1217.0;5;26.00
1841;2585.0;11;602.00
1842;337.0;2;3.00
1843;337.0;2;12.00
1844;606.0;3;19.00
1845;325.0;2;64.00
1846;325.0;2;8.00
1847;325.0;2;6.00
1848;325.0;2;11.00
1849;325.0;2;120.00
1850;325.0;2;126.00
1851;325.0;2;17.00
1852;868.0;4;89.00
1853;370.0;2;8.00
1854;370.0;2;13.00
1855;370.0;2;25.00
1856;1995.0;8;
1857;1995.0;8;5.00
1858;1995.0;8;188.00
1859;1995.0;8;0.00
1860;992.0;4;33.00
1861;1916.0;8;3.00
1862;1916.0;8;4.00
1863;1916.0;8;0.00
1864;1916.0;8;56.00
1865;1916.0;8;15.00
1866;1916.0;8;9.00
1867;1916.0;8;19.00
1868;1916.0;8;8.00
1869;2077.0;9;3.00
1870;2077.0;9;32.00
1871;1773.0;8;82.00
1872;1773.0;8;61.00
1873;1773.0;8;17.00
1874;185.0;1;81.00
1875;500.0;3;28.00
1876;1773.0;8;3.00
1877;1773.0;8;18.00
1878;1032.0;5;48.00
1879;1032.0;5;5.00
1880;1032.0;5;7.00
1881;2845.0;11;
1882;2845.0;11;29.00
1883;2845.0;11;118.00
1884;2845.0;11;36.00
1885;2845.0;11;31.00
1886;2845.0;11;42.00
1887;2845.0;11;80.00
1888;2845.0;11;9.00
1889;2845.0;11;45.00
1890;2845.0;11;14.00
1891;2845.0;11;0.00
1892;1739.0;7;0.00
1893;1739.0;7;
1894;1995.0;8;66.00
1895;1995.0;8;2.00
1896;1995.0;8;15.00
1897;1995.0;8;10.00
1898;1995.0;8;28.00
1899;1995.0;8;19.00
1900;1995.0;8;22.00
1901;929.0;4;69.00
1902;507.0;3;69.00
1903;507.0;3;14.00
1904;507.0;3;63.00
1905;507.0;3;37.00
1906;507.0;3;3.00
1907;507.0;3;1.00
1908;731.0;3;3.00
1909;370.0;2;1.00
1910;370.0;2;2.00
1911;370.0;2;15.00
1912;370.0;2;6.00
1913;2521.0;11;11.00
1914;2521.0;11;88.00
1915;2521.0;11;19.00
1916;647.0;3;23.00
1917;647.0;3;0.00
1918;647.0;3;21.00
1919;647.0;3;64.00
1920;647.0;3;4.00
1921;728.0;3;47.00
1922;728.0;3;12.00
1923;728.0;3;11.00
1924;431.0;2;20.00
1925;2075.0;9;30.00
1926;2075.0;9;34.00
1927;2075.0;9;47.00
1928;2075.0;9;97.00
1929;651.0;3;1.00
1930;651.0;3;8.00
1931;651.0;3;40.00
1932;1089.0;5;7.00
1933;2402.0;10;47.00
1934;2402.0;10;31.00
1935;2402.0;10;8.00
1936;2402.0;10;25.00
1937;2402.0;10;10.00
1938;2402.0;10;3.00
1939;2402.0;10;13.00
1940;2402.0;10;6.00
1941;2402.0;10;16.00
1942;449.0;2;57.00
1943;449.0;2;33.00
1944;1345.0;6;58.00
1945;1345.0;6;10.00
1946;1345.0;6;4.00
1947;2402.0;10;12.00
1948;872.0;4;199.00
1949;2176.0;9;4.00
1950;2176.0;9;123.00
1951;2176.0;9;
1952;2176.0;9;0.00
1953;641.0;3;12.00
1954;641.0;3;70.00
1955;641.0;3;24.00
1956;1013.0;5;34.00
1957;2860.0;11;
1958;2860.0;11;0.00
1959;1013.0;5;3.00
1960;2860.0;11;6.00
1961;2860.0;11;79.00
1962;2860.0;11;25.00
1963;936.0;4;7.00
1964;936.0;4;10.00
1965;936.0;4;31.00
1966;1460.0;6;
1967;1460.0;6;0.00
1968;1460.0;6;101.00
1969;1460.0;6;109.00
1970;1460.0;6;76.00
1971;1460.0;6;54.00
1972;985.0;4;20.00
1973;985.0;4;29.00
1974;204.0;1;5.00
1975;1592.0;7;42.00
1976;1592.0;7;3.00
1977;1592.0;7;4.00
1978;1592.0;7;1.00
1979;1592.0;7;16.00
1980;1592.0;7;0.00
1981;1592.0;7;8.00
1982;1055.0;5;74.00
1983;1055.0;5;4.00
1984;2979.0;11;
1985;2979.0;11;0.00
1986;2979.0;11;94.00
1987;1120.0;5;0.00
1988;1120.0;5;46.00
1989;1120.0;5;10.00
1990;1120.0;5;30.00
1991;413.0;2;14.00
1992;2239.0;9;218.00
1993;1303.0;6;135.00
1994;1303.0;6;0.00
1995;2917.0;11;
1996;1700.0;7;0.00
1997;290.0;2;16.00
1998;290.0;2;18.00
1999;290.0;2;84.00
2000;290.0;2;28.00
2001;290.0;2;3.00
2002;290.0;2;6.00
2003;290.0;2;15.00
2004;290.0;2;7.00
2005;290.0;2;159.00
2006;468.0;2;14.00
2007;468.0;2;31.00
2008;1460.0;6;2.00
2009;1171.0;5;9.00
2010;1171.0;5;10.00
2011;2521.0;11;26.00
2012;2521.0;11;21.00
2013;2521.0;11;4.00
2014;2521.0;11;80.00
2015;431.0;2;41.00
2016;431.0;2;27.00
2017;431.0;2;68.00
2018;431.0;2;28.00
2019;431.0;2;21.00
2020;1849.0;8;1.00
2021;1849.0;8;24.00
2022;1849.0;8;10.00
2023;1849.0;8;9.00
2024;1849.0;8;0.00
2025;1849.0;8;84.00
2026;130.0;1;16.00
2027;130.0;1;69.00
2028;130.0;1;3.00
2029;130.0;1;1.00
2030;130.0;1;39.00
2031;2979.0;11;4.00
2032;2979.0;11;21.00
2033;2979.0;11;27.00
2034;1979.0;8;10.00
2035;1979.0;8;17.00
2036;1979.0;8;173.00
2037;1979.0;8;49.00
2038;651.0;3;15.00
2039;861.0;4;81.00
2040;861.0;4;10.00
2041;861.0;4;88.00
2042;861.0;4;12.00
2043;861.0;4;4.00
2044;861.0;4;56.00
2045;861.0;4;14.00
2046;861.0;4;7.00
2047;861.0;4;8.00
2048;430.0;2;4.00
2049;2296.0;10;93.00
2050;2296.0;10;35.00
2051;2724.0;11;119.00
2052;2724.0;11;41.00
2053;2724.0;11;
2054;2724.0;11;112.00
2055;2724.0;11;20.00
2056;1773.0;8;10.00
2057;2075.0;9;0.00
2058;2724.0;11;13.00
2059;2724.0;11;10.00
2060;2724.0;11;7.00
2061;2724.0;11;8.00
2062;872.0;4;130.00
2063;872.0;4;12.00
2064;872.0;4;106.00
2065;872.0;4;8.00
2066;872.0;4;169.00
2067;2917.0;11;25.00
2068;2917.0;11;29.00
2069;2917.0;11;2.00
2070;2917.0;11;38.00
2071;2917.0;11;16.00
2072;2917.0;11;17.00
2073;2917.0;11;0.00
2074;646.0;3;30.00
2075;646.0;3;21.00
2076;646.0;3;15.00
2077;646.0;3;10.00
2078;646.0;3;14.00
2079;646.0;3;58.00
2080;646.0;3;8.00
2081;2176.0;9;56.00
2082;2176.0;9;30.00
2083;2176.0;9;66.00
2084;2176.0;9;11.00
2085;2176.0;9;27.00
2086;2176.0;9;2.00
2087;2979.0;11;52.00
2088;2979.0;11;34.00
2089;868.0;4;28.00
2090;868.0;4;127.00
2091;868.0;4;143.00
2092;1020.0;5;4.00
2093;1020.0;5;17.00
2094;1020.0;5;6.00
2095;2521.0;11;293.00
2096;2521.0;11;81.00
2097;2521.0;11;373.00
2098;936.0;4;5.00
2099;936.0;4;43.00
2100;936.0;4;3.00
2101;936.0;4;1.00
2102;322.0;2;
2103;1235.0;5;44.00
2104;546.0;3;15.00
2105;546.0;3;5.00
2106;989.0;4;59.00
2107;641.0;3;26.00
2108;641.0;3;138.00
2109;641.0;3;1019.00
2110;641.0;3;23.00
2111;641.0;3;19.00
2112;641.0;3;16.00
2113;641.0;3;18.00
2114;641.0;3;33.00
2115;2125.0;9;24.00
2116;431.0;2;130.00
2117;431.0;2;25.00
2118;226.0;1;34.00
2119;1107.0;5;7.00
2120;1107.0;5;12.00
2121;1107.0;5;6.00
2122;255.0;2;
2123;255.0;2;0.00
2124;683.0;3;20.00
2125;650.0;3;7.00
2126;650.0;3;2.00
2127;650.0;3;9.00
2128;237.0;1;16.00
2129;237.0;1;15.00
2130;1303.0;6;6.00
2131;1303.0;6;21.00
2132;1303.0;6;103.00
2133;1303.0;6;129.00
2134;1303.0;6;24.00
2135;1303.0;6;9.00
2136;1089.0;5;13.00
2137;2075.0;9;44.00
2138;2075.0;9;7.00
2139;1587.0;7;44.00
2140;1182.0;5;7.00
2141;1182.0;5;13.00
2142;449.0;2;183.00
2143;1574.0;7;
2144;1574.0;7;22.00
2145;1574.0;7;1792.00
2146;1574.0;7;5.00
2147;1574.0;7;0.00
2148;2402.0;10;17.00
2149;1773.0;8;22.00
2150;1773.0;8;14.00
2151;1121.0;5;55.00
2152;599.0;3;21.00
2153;731.0;3;6.00
2154;731.0;3;34.00
2155;731.0;3;15.00
2156;731.0;3;9.00
2157;731.0;3;23.00
2158;731.0;3;37.00
2159;721.0;3;
2160;721.0;3;51.00
2161;721.0;3;0.00
2162;721.0;3;19.00
2163;1440.0;6;15.00
2164;1440.0;6;18.00
2165;872.0;4;266.00
2166;592.0;3;33.00
2167;888.0;4;9.00
2168;599.0;3;9.00
2169;1242.0;5;
2170;762.0;4;21.00
2171;762.0;4;48.00
2172;857.0;4;35.00
2173;892.0;4;0.00
2174;1044.0;5;
2175;1044.0;5;47.00
2176;1044.0;5;37.00
2177;936.0;4;16.00
2178;936.0;4;68.00
2179;325.0;2;4.00
2180;325.0;2;9.00
2181;325.0;2;0.00
2182;1197.0;5;13.00
2183;1197.0;5;63.00
2184;1197.0;5;158.00
2185;1197.0;5;5.00
2186;813.0;4;2.00
2187;936.0;4;50.00
2188;1235.0;5;13.00
2189;1475.0;6;51.00
2190;2125.0;9;17.00
2191;1038.0;5;
2192;1788.0;8;5.00
2193;1788.0;8;18.00
2194;1788.0;8;4.00
2195;1788.0;8;1.00
2196;1972.0;8;59.00
2197;1972.0;8;0.00
2198;1972.0;8;21.00
2199;1972.0;8;25.00
2200;370.0;2;29.00
2201;370.0;2;28.00
2202;621.0;3;17.00
2203;621.0;3;880.00
2204;1067.0;5;1.00
2205;1067.0;5;250.00
2206;1067.0;5;89.00
2207;1067.0;5;30.00
2208;226.0;1;13.00
2209;226.0;1;22.00
2210;226.0;1;63.00
2211;226.0;1;39.00
2212;226.0;1;469.00
2213;1389.0;6;11.00
